Highest Offense Description,Highest Offense Code,Zip Code,frequency
EXPIRED-ATT SEXUAL ASSAULT,1702,78758,7
AGG RAPE,202,78751,7
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78751,7
FORCED SODOMY,1716,78617,7
FORCED SODOMY,1716,78727,7
AGG RAPE OF A CHILD,206,78750,7
AGG RAPE OF A CHILD,206,78754,7
EXPIRED-ATT SEXUAL ASSAULT,1702,78745,7
POSS/PROMO CHILD PORNOGRAPHY,2605,78747,7
FAILURE TO REG AS SEX OFFENDER,1799,78729,7
RAPE OF A CHILD,204,78703,7
EXPIRED-ATT SEXUAL ASSAULT,1702,78704,7
PERJURY,2900,78701,7
SEXUAL ASSAULT W/ OBJECT,1700,78725,7
STATUTORY RAPE OF CHILD,208,78705,7
RAPE OF A CHILD,204,78726,7
DISCLOSE/PROMO INTIMATE VISUAL,2610,78748,7
KIDNAPPING,2800,78724,7
FORCED SODOMY,1716,78749,7
EXPIRED-INJURY CHILD - ELDERLY,2000,78745,7
INDECENT ASSAULT,1724,78729,7
POSS/PROMO CHILD PORNOGRAPHY,2605,78739,7
PROMOTION OF PROSTITUTION,1601,78729,7
DISTRIB HARMFUL MATERIAL MINOR,2602,78745,7
BURG OF RES - FAM/DATING ASLT,500,78717,7
INJ TO DISABLED  FAM/DATE VIOL,2013,78723,7
SEXTING/TRANSMIT SEXUAL PHOTOS,2613,78754,7
ASSAULT W/INJURY-FAM/DATE VIOL,900,78712,7
EXPIRED-ATT KIDNAPPING,2802,78758,7
TRAFFICKING OF PERSONS,4199,78617,7
PROMOTION OF PROSTITUTION,1601,78744,7
DOC ABUSE OR THREAT,2404,78721,7
VIOL CITY ORDINANCE - OTHER,3299,78742,7
ONLINE IMPERSONATION,2733,78756,7
VIOL OF BOND CONDITIONS,3006,78729,7
DOC DISCHARGE GUN - PUB PLACE,2408,78749,7
ASSAULT OF PREGNANT WM-FAM/DAT,911,78759,7
FRAUD FILING FINANCE STATEMENT,1010,78701,7
THEFT-NO SUSPECT/FOLLOWUP,600,78721,7
CRASH/INTOX MANSLAUGHTER,108,78704,7
ONLINE SOLICITATION OF A MINOR,2612,78745,7
RENTAL CAR/FAIL TO RETURN,621,78729,7
EXPIRED-ATT AGG ROBBERY/WEAP,301,78704,7
INJURY DISABLED INDIVIDUAL,2013,78705,7
IDENTITY THEFT-TAX RETURNS,4027,78717,7
ROBBERY BY THREAT,305,78747,7
HINDERING APPREHENSION,2709,78748,7
HARASSMENT ONLINE,2732,78747,7
VIOL TEMP EX PARTE  ORDER,3007,78702,7
FORGERY - OTHER,1099,78730,7
IDENTITY THEFT-TAX RETURNS,4027,78750,7
RECKLESS CONDUCT,904,78758,7
DAMAGE CITY PROP,3817,78736,7
DRIVING WHILE INTOX / FELONY,2109,78653,7
CRIMINAL TRESPASS/HOTEL,2722,78617,7
THEFT BY EMBEZZLEMENT,1200,78705,7
ESCAPE FROM CUSTODY,2711,78741,7
FELONY ENHANCEMENT/ASSLT W/INJ,909,78660,7
INJ/CHILD FV (NO CARE/CUSTODY),2011,78752,7
THEFT OF HEAVY EQUIPMENT,612,78757,7
HINDERING PROCEEDING,2412,78701,7
VOCO AMPLIFIED MUSIC/VEHICLE,3218,78717,7
DOC FIGHTING,2406,78731,7
THEFT BY EMBEZZLEMENT,1200,78731,7
BANK KITING,1104,78701,7
FRAUD-CARD SKIMMER,1112,78717,7
PROWLER,3414,78739,7
IDENTITY THEFT-TAX RETURNS,4027,78753,7
INJ TO DISABLED  FAM/DATE VIOL,2013,78752,7
AMPLIFIED MUSIC / VEHICLE,3215,78723,7
INJURY DISABLED INDIVIDUAL,2013,78756,7
POSS CONTROLLED SUB/OTHER,1802,78725,7
ATT AUTO THEFT,701,78724,7
ROBBERY BY THREAT,305,78617,7
CRIMINAL MISCHIEF-NO SUSPECT,1400,78617,7
UNLAWFUL CARRY-LIC HOLDER,1507,78758,7
GRAFFITI,1402,78712,7
FALSE STATEMENT -OBTAIN CREDIT,1105,78746,7
FALSE STATEMENT -OBTAIN CREDIT,1105,78705,7
GAMBLING PROMOTION,1901,78702,7
BOMB THREAT,2701,78746,7
IMPERSONATING PUBLIC SERVANT,2905,78756,7
HINDER SECURED CREDITORS,2907,78752,7
HARASSMENT OF A PUBLIC SERVANT,2731,78748,7
DAMAGE CITY VEHICLE,3832,78757,7
PURCHASING PROSTITUTION,1604,78741,7
THEFT BY SHOPLIFTING,607,78652,7
VIOL CITY ORDINANCE - SOUND,3207,78758,7
APPLIC TO REVOKE PROBATION,4003,78746,7
DISTURBANCE - OTHER,3401,78733,7
TERRORISTIC THREAT-MASS CASLTY,2704,78758,7
POSS CONTROLLED SUB/SYN NARC,1801,78703,7
WARRANT ARREST NON TRAFFIC,3442,78653,7
INTERFERING W/EMERG PHONE CALL,2712,78750,7
FORGERY BY ALTERATION,1001,78660,7
TERRORISTIC THREAT-FAM/DAT VIO,2704,78742,7
CAPITAL MURDER,101,78752,7
PROSTITUTION,1600,78617,7
DRIVING WHILE INTOX / FELONY,2109,78730,7
DOC DISCHARGE GUN - PUB PLACE,2408,78746,7
THEFT BY EXTORTION,2718,78753,7
TOBACCO VIOL - AGE 17,2608,78759,7
ARSON,800,78717,7
CIVIL DISTURBANCE/DEMO,3402,78617,7
POCKET PICKING,605,78704,7
AGG ASLT W/MOTOR VEH FAM/DAT V,406,78749,7
DUI - AGE 16 AND UNDER,2106,78752,7
RETALIATION,3104,78617,7
THEFT BY SHOPLIFTING,607,78713,7
VIOL OF BOND CONDITIONS,3006,78704,7
RETALIATION,3104,78756,7
ESCAPE FROM CUSTODY,2711,78745,7
THEFT CATALYTIC CONVERTER,620,78730,7
BURG OF RES - FAM/DATING ASLT,500,78750,7
HARBORING RUNAWAY CHILD,2005,78721,7
POSS OF PROHIBITED WEAPON,1503,78722,7
THEFT OF TRAILER,613,78742,7
RESISTING ARREST OR SEARCH,905,78729,7
FRAUD DESTRUCTION OF A WRITING,1007,78757,7
VOCO SOLICITATION PROHIBIT,3296,78617,7
TAMPERING WITH GOV RECORD,2904,78749,7
CRIMINAL SOLICITATION OF MINOR,3003,78702,7
THEFT OF METAL,619,78742,7
CONTEMPT OF COURT,3112,78701,7
ATT BURGLARY NON RESIDENCE,503,78741,7
ASSAULT BY THREAT FAM/DATING,901,78719,7
STALKING,2710,78739,7
DOC FIGHTING,2406,78726,7
TERRORISTIC THREAT-MASS CASLTY,2704,78701,7
INTER EMERG PHONECALL FAM/DATE,2712,78735,7
UNLAWFUL RESTRAINT,2805,78757,7
DISRUPTING MEETING/PROCESSION,2415,78701,7
DWI  .15 BAC OR ABOVE,2111,78730,7
INTER EMERG PHONECALL FAM/DATE,2712,78749,7
AGG ASSAULT,402,78712,7
DOC DISCHARGE GUN - PUB ROAD,2410,78748,7
CRASH/FAIL STOP AND RENDER AID,3604,78736,7
THEFT FROM AUTO,603,78712,7
POSS OF ALCOHOL - AGE 17 TO 20,2209,78754,7
AGG PROMOTION OF PROSTITUTION,1602,78753,7
TAMPERING WITH GOV RECORD,2904,78757,7
VIOL CITY ORDINANCE - SOUND,3207,78753,7
CRASH/INTOXICATION ASSAULT,2105,78750,7
TOBACCO VIOL - AGE 17,2608,78748,7
THEFT OF HEAVY EQUIPMENT,612,78703,7
BOMB THREAT,2701,78748,7
VOCO AMPLIFIED MUSIC/VEHICLE,3218,78756,7
EXPLOSIVE ORDNANCE DISPOSAL,1505,78724,7
AGG ASLT ENHANC STRANGL/SUFFOC,411,78722,7
BOMB THREAT,2701,78719,7
CRIMINAL MISCHIEF-NO SUSPECT,1400,78717,7
POSS CONTROLLED SUB/OTHER,1802,78747,7
TERRORISTIC THREAT-FAM/DAT VIO,2704,78730,7
VIOL CITY ORDINANCE -FIREWORK,3201,78617,7
DUI - AGE 16 AND UNDER,2106,78704,7
VIOL CITY ORDINANCE -  GAME RM,3294,78752,7
DISTRIB HARMFUL MATERIAL MINOR,2602,78741,7
FALSE STATEMENT -OBTAIN CREDIT,1105,78726,7
HARBORING RUNAWAY CHILD,2005,78724,7
INTER EMERG PHONECALL FAM/DATE,2712,78750,7
VIOL STATE LAW - OTHER,3399,78739,7
THEFT OF HEAVY EQUIPMENT,612,78729,7
INHALANT ABUSE,1821,78759,7
THEFT CATALYTIC CONVERTER,620,78725,7
THEFT OF LICENSE PLATE,614,78712,7
FEDERAL VIOL/OTHER,4205,78729,7
IDENTITY THEFT-TAX RETURNS,4027,78745,7
CRED CARD ABUSE - OTHER,1106,78712,7
EXPLOSIVE ORDNANCE DISPOSAL,1505,78756,7
POSS DANG DRUG,1810,78735,7
DEL OF ALCOHOL TO MINOR,2206,78703,7
SECURING EXEC-DOC BY DECEPTION,1009,78701,7
VIOL CITY ORDINANCE - SOUND,3207,78745,7
CHILD ENDANGERMENT- ABANDONMEN,2010,78736,7
INJ TO ELDERLY   FAM/DATE VIOL,2012,78746,7
PUBLIC LEWDNESS,1705,78722,7
IMMIGRATION HOLD/ARREST,4200,78721,7
VIOL CITY ORDINANCE - SMOKING,3297,78758,7
THEFT BY EMBEZZLEMENT,1200,78721,7
MISUSE OF OFFICIAL INFO,3109,78723,7
GRAFFITI,1402,78742,7
APPLIC TO REVOKE PROBATION,4003,78719,7
OBSCENE DISPLAY - DISTRIBUTION,2600,78704,7
RESISTING ARREST OR SEARCH,905,78756,7
THEFT FROM PERSON,610,78725,7
FORGERY BY ALTERATION,1001,78724,7
ATT AUTO THEFT,701,78702,7
DEADLY CONDUCT,408,78739,6
VOCO AMPLIFIED MUSIC/VEHICLE,3218,78712,6
INJ TO ELDERLY   FAM/DATE VIOL,2012,78756,6
TERRORISTIC THREAT,2704,78737,6
TERRORISTIC THREAT,2704,78712,6
FORGERY OF IDENTIFICATION,1004,78749,6
DOC FIGHTING,2406,78747,6
INTER EMERG PHONECALL FAM/DATE,2712,78726,6
CRIMINAL SOLICITATION OF MINOR,3003,78749,6
TRUANCY,3300,78704,6
DOC UNREASONABLE NOISE,2405,78617,6
INJ TO ELDERLY   FAM/DATE VIOL,2012,78754,6
SMUGGLING ILLEGAL ALIEN,4204,78723,6
THEFT BY EXTORTION,2718,78704,6
AGG ASSAULT,402,78739,6
THEFT FROM AUTO,603,78728,6
EXPIRED-EVADING ARREST,2708,78745,6
SOLICITATION - BEGGING,2501,78749,6
IDENTITY THEFT-TAX RETURNS,4027,78735,6
THEFT- APPROPRIATE STOLEN PROP,1300,78751,6
IMPERSONATING PUBLIC SERVANT,2905,78747,6
MURDER,100,78747,6
HARASSMENT ONLINE,2732,78729,6
SMUGGLING ILLEGAL ALIEN,4204,78701,6
VIOL CITY ORDINANCE - DOG,3200,78739,6
RECKLESS CONDUCT,904,78704,6
UNLAWFUL CARRYING WEAPON,1500,78736,6
BURG OF RES - FAM/DATING ASLT,500,78703,6
CRIMINAL TRESPASS/IN VEHICLE,2727,78723,6
DEL OF ALCOHOL TO MINOR,2206,78748,6
EXPIRED-ATT OBT CONT SUB FRAUD,1809,78757,6
ATT THEFT,611,78721,6
DISTRIB HARMFUL MATERIAL MINOR,2602,78759,6
VIOL OF PROTECTIVE ORDER,3009,78728,6
THEFT BY FALSE PRETEXT/BUNCO,1102,78745,6
ATT BURGLARY NON RESIDENCE,503,78701,6
VIOL TEMP EX PARTE  ORDER,3007,78759,6
THEFT OF HEAVY EQUIPMENT,612,78705,6
OBTAIN DANG DRUG BY FRAUD,1812,78749,6
BREACH OF COMPUTER SECURITY,1109,78660,6
HARASSMENT OF A PUBLIC SERVANT,2731,78757,6
DOC OFFENSIVE GESTURE,2402,78613,6
THEFT OF TELECOMMUNICATION SRV,615,78758,6
PROBATION VIOL,3114,78754,6
AGG ASLT W/MOTOR VEH FAM/DAT V,406,78726,6
HARBORING RUNAWAY CHILD,2005,78729,6
AGG ASLT W/MOTOR VEH FAM/DAT V,406,78747,6
AGG ASSAULT WITH MOTOR VEH,406,78725,6
GAMBLING,1900,78748,6
FALSE STATEMENT -OBTAIN CREDIT,1105,78735,6
CRASH/FAIL STOP AND RENDER AID,3604,78739,6
DUI - AGE 17 TO 20,2107,78719,6
POSS OF ALCOHOL-AGE 16 & UNDER,2200,78721,6
EVADING / VEHICLE PURSUIT,2728,78617,6
INJ TO ELDERLY   FAM/DATE VIOL,2012,78735,6
PIGEON DROP,1198,78741,6
PROBATION VIOL,3114,78757,6
THEFT BY FALSE PRETEXT/BUNCO,1102,78752,6
DISTURBANCE - OTHER,3401,78652,6
VIOL OF EMERG PROTECTIVE ORDER,3008,78730,6
HINDER SECURED CREDITORS,2907,78724,6
EXPIRED-ATT AGG ROBBERY/WEAP,301,78745,6
VIOL CITY ORDINANCE -FIREWORK,3201,78744,6
WEAPON VIOL - OTHER,1504,78724,6
ASSAULT ON PUBLIC SERVANT,903,78717,6
RESISTING ARREST OR SEARCH,905,78731,6
PIGEON DROP,1198,78748,6
AGG ASLT STRANGLE/SUFFOCATE,410,78739,6
DOC OFFENSIVE GESTURE,2402,78703,6
INTER EMERG PHONECALL FAM/DATE,2712,78727,6
RECKLESS CONDUCT,904,78745,6
SOLICITATION - BEGGING,2501,78722,6
INTERFERING W/EMERG PHONE CALL,2712,78751,6
VIOL TEMP EX PARTE  ORDER,3007,78721,6
PIGEON DROP,1198,78744,6
CRIMINAL TRESPASS/TRANSIENT,2721,78613,6
IDENTITY THEFT-TAX RETURNS,4027,78701,6
CRED CARD ABUSE BY FORGERY,1005,78725,6
VIOL TEMP EX PARTE  ORDER,3007,78756,6
DEL MARIJUANA,1807,78719,6
ASSAULT WITH INJURY,900,78733,6
CRASH/INTOXICATION ASSAULT,2105,78703,6
INJURY TO ELDERLY PERSON,2012,78727,6
URINATING IN PUBLIC PLACE,3212,78660,6
GAMBLING PROMOTION,1901,78759,6
POSS CONTROLLED SUB/OTHER,1802,78735,6
THEFT- APPROPRIATE STOLEN PROP,1300,78748,6
VIOL OF PROTECTIVE ORDER,3009,78712,6
VIOL CITY ORDINANCE - BOOTING,3220,78701,6
OBTAIN DANG DRUG BY FRAUD,1812,78759,6
AGG PROMOTION OF PROSTITUTION,1602,78729,6
CRED CARD ABUSE BY FORGERY,1005,78653,6
THEFT OF METAL,619,78652,6
NUISANCE ABATEMENT,1824,78751,6
DEL CONTROLLED SUB/OTHER,1806,78723,6
CRASH/INTOXICATION ASSAULT,2105,78721,6
MAKING TOBACCO AVAIL TO MINOR,2606,78752,6
ROBBERY BY THREAT,305,78735,6
AIRPORT - BOMB THREAT,2701,78719,6
DEL CONTROLLED SUB/OTHER,1806,78704,6
HARASSMENT ONLINE,2732,78724,6
WEAPON VIOL - OTHER,1504,78752,6
VIOL CITY ORDINANCE - WRECKER,3720,78712,6
TOBACCO VIOL - UNDER AGE 17,2607,78727,6
INTERFERENCE PUBLIC DUTIES,3397,78724,6
POSS OF ALCOHOL-AGE 16 & UNDER,2200,78748,6
INJURY TO CHILD (CARE/CUSTODY),2011,78746,6
THEFT OF HEAVY EQUIPMENT,612,78739,6
PURSE SNATCHING,606,78703,6
CIVIL DISTURBANCE/DEMO,3402,78736,6
TOBACCO VIOL - UNDER AGE 17,2607,78705,6
DUI - AGE 16 AND UNDER,2106,78702,6
UNLAWFUL RESTRAINT FAM/DAT VIO,2805,78757,6
FRAUD DESTRUCTION OF A WRITING,1007,78729,6
FORGERY- CERTIFICATE OF TITLE,1008,78744,6
KIDNAPPING,2800,78721,6
DOC UNREASONABLE NOISE,2405,78717,6
POSS OF ALCOHOL - AGE 17 TO 20,2209,78739,6
MISUSE OF OFFICIAL INFO,3109,78754,6
AGG ASLT W/MOTOR VEH FAM/DAT V,406,78731,6
DEL CONTROLLED SUB/SYN NARC,1805,78758,6
CRIMINAL MISCHIEF BY ARSON,802,78757,6
PAROLE VIOL,3113,78729,6
INJURY TO CHILD (CARE/CUSTODY),2011,78660,6
IDENTITY THEFT,4022,78738,6
INTERFERING W/EMERG PHONE CALL,2712,78727,6
ASSAULT BY THREAT FAM/DATING,901,78613,6
DEBIT CARD ABUSE,1108,78712,6
FAILURE TO IDENTIFY,2707,78660,6
HARASSMENT OF A PUBLIC SERVANT,2731,78724,6
TERRORISTIC THREAT-MASS CASLTY,2704,78723,6
CUSTODY ARREST TRAFFIC WARR,3722,78739,6
ONLINE IMPERSONATION,2733,78739,6
DOC ABUSIVE LANGUAGE,2401,78735,6
THEFT-NO SUSPECT/FOLLOWUP,600,78759,6
CRUELTY TO ANIMALS,2717,78660,6
LIQUOR LAW VIOLATION/OTHER,2208,78717,6
EXPIRED-ATT ROBBERY BY ASSAULT,304,78702,6
AGG ASSAULT ON PUBLIC SERVANT,403,78749,6
VIOL CITY ORDINANCE - CURFEW,3213,78726,6
MURDER,100,78705,6
TERRORISTIC THREAT-FAM/DAT VIO,2704,78613,6
RESISTING ARREST OR SEARCH,905,78726,6
HARASSMENT ONLINE,2732,78721,6
AGG ASSAULT WITH MOTOR VEH,406,78719,6
BOMB THREAT,2701,78703,6
CRED CARD ABUSE - EXPIR-CANCEL,1103,78745,6
DEL CONTROLLED SUB/NARCOTIC,1804,78728,6
THEFT BY FALSE PRETEXT/BUNCO,1102,78744,6
VIOL OF BOND CONDITIONS,3006,78757,6
RECKLESS DAMAGE,1401,78660,6
INJ/CHILD FV (NO CARE/CUSTODY),2011,78704,6
TERRORISTIC THREAT-MASS CASLTY,2704,78752,6
DANG DRUG VIOL - OTHER,1815,78745,6
THEFT OF METAL,619,78613,6
RECKLESS DAMAGE,1401,78747,6
SOLICITATION - BEGGING,2501,78613,6
POSS OF DRUG PARAPHERNALIA,1818,78730,6
AGG ASLT W/MOTOR VEH FAM/DAT V,406,78717,6
DAMAGE CITY VEHICLE,3832,78725,6
BURGLARY OF VEHICLE,601,0,6
DUMPING REFUSE NEAR HIGHWAY,3306,78725,6
ASSAULT ON PEACE OFFICER,903,78724,6
DUMPING REFUSE NEAR HIGHWAY,3306,78701,6
ATT THEFT,611,78701,6
THEFT BY SHOPLIFTING,607,78742,6
FORGERY BY ALTERATION,1001,78722,6
VIOL OF EMERG PROTECTIVE ORDER,3008,78742,6
DEL CONTROLLED SUB/OTHER,1806,78754,6
DWI - CHILD PASSENGER,2108,78746,6
PROBATION VIOL,3114,78729,6
WEAPON VIOL - OTHER,1504,78750,6
EXPIRED-INJURY CHILD - ELDERLY,2000,78744,6
DAMAGE CITY VEHICLE,3832,78735,6
SOLICITATION - BEGGING,2501,78756,6
CAPITAL MURDER,101,78745,6
FORGERY BY ALTERATION,1001,78746,6
INJ TO DISABLED  FAM/DATE VIOL,2013,78722,6
UNLAWFUL RESTRAINT FAM/DAT VIO,2805,78754,6
FORGERY OF IDENTIFICATION,1004,78719,6
EXPLOSIVE ORDNANCE DISPOSAL,1505,78653,6
VIOL CITY ORDINANCE -FIREWORK,3201,78757,6
TRUANCY,3300,78724,6
POSS CONTROLLED SUB/NARCOTIC,1800,78730,6
BURG OF RES - FAM/DATING ASLT,500,78731,6
INTERFERING W/EMERG PHONE CALL,2712,78721,6
ENGAGING IN ORGANIZED CRIME,3000,78759,6
BURGLARY OF VEHICLE,601,78733,6
BURGLARY OF COIN-OP MACHINE,602,78660,6
ASSAULT ON PEACE OFFICER,903,78721,6
DANG DRUG VIOL - OTHER,1815,78702,6
POSSESSION OF MARIJUANA,1803,78681,6
MONEY LAUNDERING,1301,78747,6
CRASH/INTOX MANSLAUGHTER,108,78744,6
DOC DISPLAY GUN/DEADLY PUB PLC,2409,78756,6
DEL MARIJUANA,1807,78745,6
SIT AND LIE ORDINANCE VIOL,3295,78723,6
INDECENT ASSAULT,1724,78727,6
AGG ASSAULT WITH MOTOR VEH,406,78742,6
ASSAULT BY CONTACT FAM/DATING,902,78652,6
DEADLY CONDUCT FAM/DATE VIOL,408,78758,6
POSS DANG DRUG,1810,78746,6
EXPIRED-EVADING ARREST,2708,78744,6
UNLAWFUL CARRYING WEAPON,1500,78613,6
IDENTITY THEFT,4022,78664,6
PROWLER,3414,78735,6
ONLINE IMPERSONATION,2733,78730,6
DEL SYNTHETIC MARIJUANA,1826,78723,6
MURDER,100,78617,6
MURDER,100,78750,6
EXPIRED-ATT KIDNAPPING,2802,78745,6
FORGERY BY ALTERATION,1001,78735,6
ONLINE IMPERSONATION,2733,78736,6
CRIMINAL SOLICITATION OF MINOR,3003,78754,6
CRIMINAL MISCHIEF-NO SUSPECT,1400,78613,6
INJ TO DISABLED  FAM/DATE VIOL,2013,78704,6
STALKING,2710,78736,6
VIOL TEMP EX PARTE  ORDER,3007,78703,6
FRAUD-CARD SKIMMER,1112,78705,6
CRASH/INTOXICATION ASSAULT,2105,78705,6
EXPIRED-INJURY CHILD - ELDERLY,2000,78704,6
AGG ASSAULT WITH MOTOR VEH,406,78726,6
TAKE WEAPON FRM POLICE OFFICER,409,78704,6
FORGERY BY ALTERATION,1001,78754,6
CRIMINAL TRESPASS/IN VEHICLE,2727,78748,6
DEL SYNTHETIC MARIJUANA,1826,78741,6
OBTAIN CONTROLLED SUB BY FRAUD,1808,78613,6
PERJURY,2900,78723,6
POSSESSION OF MARIJUANA,1803,78664,6
FALSE REPORT TO PEACE OFFICER,2902,78729,6
AGG ASLT ENHANC STRANGL/SUFFOC,411,78717,6
THEFT BY EMBEZZLEMENT,1200,78727,6
INHALANT ABUSE,1821,78741,6
TRADEMARK COUNTERFEITING,1111,78723,6
VOCO - ALCOHOL  CONSUMPTION,3211,78617,6
PROBATION VIOL,3114,78727,6
VIOL STAY AWAY ORDER,3021,78758,6
ABUSE OF OFFICIAL CAPACITY,3117,78701,6
OFFICIAL OPPRESSION,3107,78758,6
CRUELTY TO ANIMALS,2717,78728,6
TRUANCY,3300,78758,6
DISPOSAL OF SOLID WASTE,3312,78703,6
CHILD ENDANGERMENT- ABANDONMEN,2010,78742,6
SEXTING/TRANSMIT SEXUAL PHOTOS,2613,78704,6
DEADLY CONDUCT FAM/DATE VIOL,408,78744,6
DEL CONTROLLED SUB/OTHER,1806,78752,6
EXPIRED-ATT ROBBERY BY ASSAULT,304,78758,6
ROBBERY BY THREAT,305,78717,6
FRAUD-CARD SKIMMER,1112,78721,6
INTER EMERG PHONECALL FAM/DATE,2712,78705,6
VIOL CITY ORDINANCE -FIREWORK,3201,78747,6
ATT BURGLARY NON RESIDENCE,503,78757,6
PROMOTION OF PROSTITUTION,1601,78758,6
TOBACCO VIOL - AGE 17,2608,78757,6
POSS DANG DRUG,1810,78717,6
DUI - AGE 16 AND UNDER,2106,78759,6
ONLINE SOLICITATION OF A MINOR,2612,78717,6
NUISANCE ABATEMENT,1824,78727,6
VOCO AMPLIFIED MUSIC/VEHICLE,3218,78725,6
ATT BURGLARY NON RESIDENCE,503,78759,6
THEFT BY FALSE PRETEXT/BUNCO,1102,78722,6
THEFT OF HEAVY EQUIPMENT,612,78722,6
RESISTING ARREST OR SEARCH,905,78717,6
SMUGGLING ILLEGAL ALIEN,4204,78752,6
POSS/PROMO CHILD PORNOGRAPHY,2605,78736,6
FORGERY AND PASSING,1000,78732,6
BURG OF RES - FAM/DATING ASLT,500,78729,6
AMPLIFIED MUSIC / VEHICLE,3215,78702,6
DISTRIB HARMFUL MATERIAL MINOR,2602,78723,6
CHILD ENDANGERMENT- ABANDONMEN,2010,78730,6
CRUELTY TO ANIMALS,2717,78730,6
CRED CARD ABUSE BY FORGERY,1005,78742,6
UNLAWFUL RESTRAINT FAM/DAT VIO,2805,78727,6
CRASH/INTOXICATION ASSAULT,2105,78746,6
OFFICIAL OPPRESSION,3107,78701,6
VIOL OF COURT ORDER-NON EPO-PO,2008,78736,6
VIOL CITY ORDINANCE - SOUND,3207,78703,6
ONLINE SOLICITATION OF A MINOR,2612,78759,6
HINDERING APPREHENSION,2709,78724,6
WARRANT ARREST NON TRAFFIC,3442,78681,6
INHALANT ABUSE,1821,78758,6
UCW LICENSE PREMISE,1501,78752,6
ASSAULT ON PUBLIC SERVANT,903,78750,6
TOBACCO VIOL - UNDER AGE 17,2607,78757,6
THEFT BY SHOPLIFTING,607,78725,6
THEFT,600,0,6
DOC DISCHARGE GUN - PUB PLACE,2408,78703,6
DRIVING WHILE INTOX / FELONY,2109,78739,6
CRIMINAL SOLICITATION OF MINOR,3003,78759,6
DWI - DRUG RECOGNITION EXPERT,2103,78617,6
DOC DISPLAY GUN/DEADLY PUB PLC,2409,78726,6
DOC ABUSE OR THREAT,2404,78759,6
AGG ASSAULT,402,78653,6
CONT SEX ABUSE OF CHILD,2014,78752,6
INVASIVE VISUAL RECORDING,2609,78735,6
RAPE OF A CHILD,204,78746,6
INDECENCY WITH A CHILD/CONTACT,1709,78705,6
CONT SEX ABUSE OF CHILD,2014,78724,6
UNLAWFUL RESTRAINT,2805,78759,6
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78722,6
FAILURE TO REG AS SEX OFFENDER,1799,78746,6
SEXTING DEPICTING A MINOR,2611,78739,6
PUBLIC LEWDNESS,1705,78750,6
FAILURE TO REG AS SEX OFFENDER,1799,78725,6
STATUTORY RAPE OF CHILD,208,78749,6
STATUTORY RAPE OF CHILD,208,78735,6
POSS/PROMO CHILD PORNOGRAPHY,2605,78746,6
INDECENCY WITH CHILD/EXPOSURE,1710,78759,6
ASSAULT  CONTACT-SEXUAL NATURE,902,78747,6
TRAFFICKING OF PERSONS,4199,78723,6
ENTICING A CHILD,2002,78744,6
INJ TO DISABLED  FAM/DATE VIOL,2013,78702,6
AGG SEXUAL ASSAULT W OBJECT,1701,78744,6
DISCLOSE/PROMO INTIMATE VISUAL,2610,78727,6
SEXUAL ASSAULT OF CHILD/OBJECT,1707,78660,6
DISCLOSE/PROMO INTIMATE VISUAL,2610,78754,6
SERIOUS INJURY TO A CHILD,405,78704,6
THEFT OF TELECOMMUNICATION SRV,615,78704,6
BURG OF RES - SEXUAL NATURE,500,78744,6
RAPE OF A CHILD,204,78735,6
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78746,6
STATUTORY RAPE OF CHILD,208,78729,6
STATUTORY RAPE OF CHILD,208,78751,6
KIDNAPPING,2800,78729,6
FAILURE TO REG AS SEX OFFENDER,1799,78617,6
DISCLOSE/PROMO INTIMATE VISUAL,2610,78701,6
EXPIRED-ATT SEXUAL ASSAULT,1702,78702,6
ENTICING A CHILD,2002,78723,6
SEXTING DEPICTING A MINOR,2611,78723,6
ENTICING A CHILD,2002,78741,6
INVASIVE VISUAL RECORDING,2609,78721,6
SEXTING DEPICTING A MINOR,2611,78704,6
INDECENCY WITH CHILD/EXPOSURE,1710,78756,6
BURG OF RES - SEXUAL NATURE,500,78705,6
SERIOUS INJURY TO A CHILD,405,78758,6
FORCED SODOMY,1716,78722,6
STATUTORY RAPE OF CHILD,208,78726,6
INVASIVE VISUAL RECORDING,2609,78747,6
FORCED SODOMY OF CHILD,1720,78758,6
AGG KIDNAPPING FAM VIO,2801,78741,6
POSS OF PROHIBITED WEAPON,1503,78727,6
BREACH OF COMPUTER SECURITY,1109,78736,6
DEL MARIJUANA,1807,78759,6
FORCED SODOMY OF CHILD,1720,78745,6
KIDNAPPING,2800,78751,6
AGG KIDNAPPING,2801,78723,6
ASSAULT OF PREGNANT WM-FAM/DAT,911,78701,6
ABUSE OF 911,2735,78723,6
ONLINE SOLICITATION OF A MINOR,2612,78747,6
AGG ASLT W/MOTOR VEH FAM/DAT V,406,78751,6
ROBBERY BY THREAT,305,78613,6
DWI - DRUG RECOGNITION EXPERT,2103,78717,6
FALSE STATEMENT -OBTAIN CREDIT,1105,78717,6
DAMAGE CITY VEHICLE,3832,78617,6
INDECENT EXPOSURE,1706,78660,6
OBTAIN DANG DRUG BY FRAUD,1812,78731,6
DISCLOSE/PROMO INTIMATE VISUAL,2610,78617,5
AGG FORCED SODOMY,1718,78723,5
SEXTING DEPICTING A MINOR,2611,78741,5
